WWTP_name,geometry
Plant_73969764,"POLYGON ((-119.7831627 35.6891874, -119.7828799 35.6892149, -119.7828396 35.6889677, -119.7831494 35.6889293, -119.7831627 35.6891874))"
Plant_73969774,"POLYGON ((-120.0208179 35.9722421, -120.0210294 35.9724071, -120.0210801 35.9724518, -120.0210972 35.9724759, -120.0210803 35.9724966, -120.021055 35.9725173, -120.0209623 35.9725864, -120.0208949 35.9726279, -120.0205915 35.9728559, -120.0205408 35.972856, -120.0205219 35.9728474, -120.0204564 35.9728286, -120.0202958 35.9727875, -120.0201944 35.972767, -120.0201437 35.9727327, -120.0201605 35.9726981, -120.0201857 35.9726843, -120.0205608 35.972401, -120.0207757 35.972249, -120.0208179 35.9722421))"
Plant_73969831,"POLYGON ((-120.1227324 35.9903672, -120.1233413 35.9907333, -120.1236053 35.9909153, -120.1236562 35.9910044, -120.1235449 35.9910897, -120.1232531 35.990929, -120.1225929 35.9904848, -120.1227324 35.9903672))"
Plant_73969908,"POLYGON ((-119.0914509 35.4561011, -119.0914577 35.4561013, -119.0914582 35.4573594, -119.0898264 35.4573324, -119.089833 35.457173, -119.0898464 35.4569863, -119.0898731 35.4568105, -119.0898529 35.4566072, -119.0898058 35.456327, -119.0897722 35.4562116, -119.0897856 35.4561292, -119.0898595 35.4560687, -119.0914509 35.4561011))"
Plant_73970036,"POLYGON ((-119.5380903 35.5144756, -119.5374251 35.5145248, -119.5374118 35.5140305, -119.5377881 35.514036, -119.5380903 35.5144756))"
Plant_73970044,"POLYGON ((-119.2027814 35.5028441, -119.202768 35.5028936, -119.2027277 35.5029265, -119.2026806 35.5029321, -119.2026337 35.502921, -119.2026 35.5028991, -119.2025866 35.5028387, -119.2026337 35.5027782, -119.2027276 35.5027727, -119.202768 35.5028002, -119.2027814 35.5028441))"
Plant_73970053,"POLYGON ((-119.0621061 35.4618633, -119.0604406 35.4619072, -119.0604205 35.4614676, -119.0620994 35.4613797, -119.0621061 35.4618633))"
Plant_73970118,"POLYGON ((-119.4392583 35.5069365, -119.4400242 35.506931, -119.4400041 35.5076506, -119.4392315 35.5076451, -119.4392583 35.5069365))"
Plant_73970121,"POLYGON ((-120.0219143 35.3510218, -120.0228021 35.3510395, -120.0227924 35.3513635, -120.0219046 35.3513458, -120.0219143 35.3510218))"
Plant_73970392,"POLYGON ((-120.0012522 35.668465, -120.0012327 35.6690685, -120.000941 35.6690613, -120.0009416 35.6686962, -120.0010629 35.6686058, -120.0012522 35.668465))"
Plant_73970511,"POLYGON ((-119.5356868 36.6866644, -119.5357465 36.6866851, -119.5360193 36.6867472, -119.5362665 36.6867404, -119.5364881 36.6867749, -119.5366245 36.6868438, -119.5366757 36.6868852, -119.536795 36.6869886, -119.5367949 36.6870369, -119.5367311 36.6870851, -119.5366074 36.6871472, -119.5363432 36.687223, -119.5344466 36.6871987, -119.5344082 36.6867609, -119.5344338 36.6866989, -119.5356868 36.6866644))"
Plant_73970564,"POLYGON ((-119.2198822 35.506233, -119.2198758 35.5067824, -119.2191568 35.5067606, -119.2191566 35.5062112, -119.2198822 35.506233))"
Plant_73970585,"POLYGON ((-119.0621061 35.4618633, -119.0621465 35.4624292, -119.0604675 35.4624677, -119.0604406 35.4619072, -119.0621061 35.4618633))"
Plant_73970657,"POLYGON ((-119.526226 36.6768439, -119.5262857 36.6768853, -119.5264476 36.6769267, -119.5265584 36.6769888, -119.5276537 36.6769718, -119.5277942 36.6770925, -119.5277558 36.6777097, -119.5277176 36.6777131, -119.5273169 36.6777061, -119.5269462 36.677675, -119.5266691 36.6776577, -119.5265925 36.6776232, -119.5261151 36.677568, -119.5260555 36.6775403, -119.5258594 36.6773955, -119.5258424 36.6773265, -119.5258254 36.6773058, -119.5257742 36.6772644, -119.5257487 36.6771955, -119.5257487 36.6770989, -119.52577 36.6769783, -119.5259277 36.6768438, -119.526226 36.6768439))"
Plant_73970669,"POLYGON ((-120.1220169 35.9899548, -120.1223882 35.9901613, -120.1225459 35.9902859, -120.1221534 35.9906722, -120.1218747 35.9908963, -120.1213453 35.9905761, -120.1220169 35.9899548))"
Plant_73970720,"POLYGON ((-119.0590572 35.4637752, -119.0588827 35.4623687, -119.0582917 35.4623577, -119.0577275 35.4623852, -119.0576671 35.4615061, -119.0601854 35.4613358, -119.0602661 35.4619237, -119.0603399 35.4649291, -119.059487 35.4644291, -119.0591512 35.4643906, -119.0590572 35.4637752))"
Plant_73971006,"POLYGON ((-120.0009416 35.6686962, -120.000941 35.6690613, -120.0004274 35.6690642, -120.0008826 35.6686959, -120.0009416 35.6686962))"
Plant_75118394,"POLYGON ((-119.3805459 35.6616083, -119.3796977 35.6616189, -119.3796376 35.6609488, -119.3805799 35.6609986, -119.3805459 35.6616083))"
Plant_75118438,"POLYGON ((-118.8562533 35.0449838, -118.8571085 35.044967, -118.8571087 35.0452582, -118.8562868 35.0452641, -118.8558058 35.0452532, -118.8556854 35.0451214, -118.8556185 35.0449731, -118.855625 35.0447752, -118.8562331 35.0447531, -118.8562533 35.0449838))"
Plant_75118441,"POLYGON ((-119.1470916 35.3101477, -119.147065 35.3097028, -119.1472258 35.3096918, -119.147239 35.3101368, -119.1470916 35.3101477))"
Plant_75118445,"POLYGON ((-118.8253129 35.2526464, -118.8249378 35.2526573, -118.824844 35.2525584, -118.8248373 35.2522837, -118.8253129 35.2526464))"
Plant_75118453,"POLYGON ((-118.8450954 35.1511638, -118.8450955 35.151455, -118.8445603 35.1514607, -118.8445201 35.1513288, -118.8445401 35.1512025, -118.8446672 35.1511419, -118.8448813 35.1511364, -118.8450954 35.1511638))"
Plant_75118456,"POLYGON ((-119.1301845 35.7652585, -119.1300631 35.7654672, -119.1297868 35.7653572, -119.1299084 35.7651375, -119.1301845 35.7652585))"
Plant_75118463,"POLYGON ((-119.6061095 35.7584985, -119.6056311 35.7585096, -119.6055165 35.7584932, -119.6054829 35.7584713, -119.6054895 35.7583614, -119.6055097 35.7583395, -119.605631 35.7583174, -119.6061028 35.7583557, -119.6061163 35.7584381, -119.6061095 35.7584985))"
Plant_75118480,"POLYGON ((-118.7589208 35.0186914, -118.7589742 35.0186639, -118.759168 35.0186311, -118.7593217 35.0185652, -118.7593618 35.0185597, -118.7594887 35.0184883, -118.7595221 35.0184828, -118.7595755 35.0184939, -118.7596623 35.0185488, -118.7596824 35.0185873, -118.7596823 35.0186203, -118.7596288 35.0187686, -118.7595286 35.0188236, -118.7594217 35.01884, -118.7593415 35.0188345, -118.7592814 35.0188069, -118.7592347 35.018752, -118.7591813 35.0187245, -118.7591211 35.0187079, -118.7589208 35.0186914))"
Plant_75118496,"POLYGON ((-118.8515859 35.2965452, -118.8516128 35.2965452, -118.8516463 35.2965451, -118.8516597 35.2965397, -118.8516999 35.2965616, -118.8517335 35.2965617, -118.8517469 35.2965781, -118.8517602 35.2965891, -118.8517938 35.296611, -118.8517671 35.2969792, -118.8517671 35.2970177, -118.8517471 35.2970177, -118.851727 35.2970122, -118.8517135 35.2970012, -118.8516935 35.2969902, -118.8516129 35.2967815, -118.8515726 35.2966991, -118.8515459 35.2966551, -118.8515459 35.2966056, -118.8515458 35.2965781, -118.8515524 35.2965617, -118.8515725 35.2965507, -118.8515859 35.2965452))"
Plant_75118502,"POLYGON ((-118.8647632 35.0305009, -118.8647632 35.0305888, -118.8647031 35.0306164, -118.8646831 35.0306109, -118.8646496 35.0305725, -118.8646429 35.0304845, -118.8646697 35.0304515, -118.8647097 35.030446, -118.8647498 35.0304625, -118.8647632 35.0305009))"
Plant_75118506,"POLYGON ((-118.9196367 35.2387448, -118.9190472 35.2387447, -118.9190474 35.2380139, -118.9196167 35.2379975, -118.9196367 35.2387448))"
Plant_75118535,"POLYGON ((-118.8254731 35.336565, -118.8254865 35.3359221, -118.8259894 35.335933, -118.8259962 35.3366804, -118.8254731 35.336565))"
Plant_75118540,"POLYGON ((-118.8602303 35.2819476, -118.8605051 35.281975, -118.8605321 35.2822113, -118.8604516 35.2822553, -118.8603914 35.2822498, -118.8603445 35.2822279, -118.8602975 35.2821729, -118.8602573 35.282118, -118.8602237 35.282063, -118.860217 35.2819971, -118.8602303 35.2819476))"
Plant_75118551,"POLYGON ((-118.8967026 35.0962709, -118.8964217 35.0962818, -118.8962614 35.0960289, -118.8962549 35.0957432, -118.8966894 35.0957323, -118.8967026 35.0962709))"
Plant_75118555,"POLYGON ((-119.5593631 35.6094509, -119.5593195 35.609502, -119.5583595 35.609498, -119.5583136 35.609445, -119.5583281 35.6087352, -119.5583934 35.6086664, -119.5592978 35.6086625, -119.5593824 35.6087352, -119.5593631 35.6094509))"
Plant_75118588,"POLYGON ((-118.9481869 35.032574, -118.947579 35.0324697, -118.947599 35.0323324, -118.9482136 35.0323817, -118.9481869 35.032574))"
Plant_75118611,"POLYGON ((-118.869411 35.2624424, -118.8687881 35.2624701, -118.8687611 35.2622889, -118.8694311 35.2622775, -118.869411 35.2624424))"
Plant_75118649,"POLYGON ((-118.8963399 35.0933474, -118.8962827 35.0933474, -118.8962761 35.0931002, -118.8965635 35.0930893, -118.8966304 35.0930892, -118.8966102 35.0933475, -118.8963399 35.0933474))"
Plant_75118651,"POLYGON ((-118.864197 35.0742196, -118.8641905 35.0744229, -118.8639632 35.0744176, -118.8638897 35.0743956, -118.8636958 35.0743957, -118.8636957 35.0742253, -118.864197 35.0742196))"
Plant_75118669,"POLYGON ((-118.8408435 35.1117039, -118.8408434 35.1113633, -118.8411109 35.1113632, -118.8411044 35.1116929, -118.8408435 35.1117039))"
Plant_75118670,"POLYGON ((-118.9341616 35.8974154, -118.9339185 35.8974319, -118.9338914 35.8972231, -118.9341345 35.8972011, -118.9341616 35.8974154))"
Plant_75118677,"POLYGON ((-118.9280912 35.1392241, -118.9286598 35.1392076, -118.9286596 35.1399384, -118.9281111 35.1399494, -118.9280912 35.1392241))"
Plant_75118690,"POLYGON ((-118.9658317 35.0907611, -118.9651163 35.0907668, -118.9650961 35.0903712, -118.9658181 35.0903655, -118.9658317 35.0907611))"
Plant_75118759,"POLYGON ((-118.8520311 35.3105788, -118.852024 35.309804, -118.8524865 35.3098038, -118.8525069 35.3104302, -118.8522992 35.3105787, -118.8520311 35.3105788))"
Plant_75118766,"POLYGON ((-118.8410319 35.1443291, -118.8401688 35.1443567, -118.840162 35.1438182, -118.8410451 35.143818, -118.8410319 35.1443291))"
Plant_75118768,"POLYGON ((-118.9497669 35.2559518, -118.9497602 35.2559848, -118.9497334 35.2560178, -118.9496798 35.2560453, -118.9495994 35.2560508, -118.9495257 35.2560453, -118.9494587 35.2560233, -118.9494052 35.2559849, -118.9493918 35.2559299, -118.9493984 35.2557541, -118.9493782 35.2550343, -118.9494051 35.2549244, -118.9494452 35.2548804, -118.9494787 35.254864, -118.9495256 35.2548529, -118.9496126 35.2548529, -118.9496596 35.2548584, -118.9496931 35.2548749, -118.9497399 35.2549188, -118.9497667 35.2549957, -118.9497669 35.2559518))"
Plant_75118769,"POLYGON ((-118.8251363 35.3270644, -118.8250088 35.3269545, -118.8249551 35.3265533, -118.8248947 35.3264929, -118.8248546 35.3264325, -118.8248075 35.3263281, -118.8247807 35.3262347, -118.8247874 35.3261797, -118.8247673 35.3261138, -118.8247002 35.3260643, -118.8246064 35.3259765, -118.8244655 35.3257786, -118.8250689 35.3257895, -118.8251363 35.3270644))"
Plant_75118777,"POLYGON ((-118.8078836 35.3402037, -118.8078635 35.3397476, -118.8083531 35.3397256, -118.8083799 35.3402092, -118.8078836 35.3402037))"
Plant_75118785,"POLYGON ((-118.8074836 35.2973156, -118.807477 35.2966287, -118.8078992 35.2966232, -118.8079059 35.2973156, -118.8074836 35.2973156))"
Plant_75118795,"POLYGON ((-119.36619 35.7616936, -119.3661834 35.7619847, -119.3657183 35.7620234, -119.3657114 35.7616773, -119.36619 35.7616936))"
Plant_75118805,"POLYGON ((-118.9821184 35.2305212, -118.9821316 35.2300926, -118.9821363 35.2268288, -118.9831341 35.2268449, -118.9831099 35.2311253, -118.98311 35.2312022, -118.9824805 35.2312134, -118.9821589 35.2311586, -118.9820719 35.2311092, -118.9820584 35.2310377, -118.9820853 35.2309882, -118.9821053 35.2309279, -118.9821053 35.2308674, -118.9821184 35.2305212))"
Plant_75118816,"POLYGON ((-119.1517822 35.5907687, -119.1513611 35.5907642, -119.1513677 35.5903565, -119.1517888 35.590361, -119.1517822 35.5907687))"
Plant_75118868,"POLYGON ((-118.9049379 35.1947399, -118.9049181 35.1942508, -118.9051322 35.1942509, -118.9051321 35.1947345, -118.9049379 35.1947399))"
Plant_75118875,"POLYGON ((-118.8338687 35.2858402, -118.8336677 35.2858402, -118.833634 35.2855764, -118.8338485 35.2855654, -118.8338687 35.2858402))"
Plant_75118913,"POLYGON ((-118.9268394 35.2044911, -118.9250051 35.2044855, -118.9250051 35.2040679, -118.9259691 35.2040624, -118.9268394 35.2044911))"
Plant_75118915,"POLYGON ((-119.2230885 35.6634685, -119.2229875 35.6634795, -119.2229403 35.6632708, -119.2230345 35.6632597, -119.2230885 35.6634685))"
Plant_75118920,"POLYGON ((-118.5572019 35.7347211, -118.5568784 35.7351607, -118.5567301 35.7351003, -118.5570402 35.7346332, -118.5572019 35.7347211))"
Plant_75119030,"POLYGON ((-118.889659 35.333128, -118.8896254 35.333139, -118.8895986 35.3331225, -118.8894981 35.3330016, -118.8894444 35.3329192, -118.8894177 35.3328092, -118.8894311 35.3327763, -118.8894513 35.3327543, -118.8894848 35.3327543, -118.889572 35.3327598, -118.8895988 35.3327709, -118.8896189 35.3327983, -118.8896457 35.3328698, -118.8896658 35.3329742, -118.8896657 35.3330346, -118.889659 35.333128))"
Plant_75119033,"POLYGON ((-118.9041718 35.3615293, -118.904152 35.3607435, -118.9051246 35.3607493, -118.9051176 35.361535, -118.9041718 35.3615293))"
Plant_75119059,"POLYGON ((-118.9578443 35.0479474, -118.9576438 35.0479254, -118.9576505 35.047799, -118.9572964 35.0478705, -118.9572964 35.0477222, -118.9578575 35.0474802, -118.9578443 35.0479474))"
Plant_75119082,"POLYGON ((-119.1419054 35.0768555, -119.1419056 35.0762731, -119.1426605 35.0768722, -119.1419054 35.0768555))"
Plant_75119110,"POLYGON ((-118.8349505 35.3437342, -118.8344409 35.3437399, -118.8344273 35.3433827, -118.834937 35.3433825, -118.8349505 35.3437342))"
Plant_75119113,"POLYGON ((-118.8077345 35.3319326, -118.8077298 35.3313987, -118.8077969 35.3313299, -118.8084369 35.3313459, -118.8085146 35.3314012, -118.8085176 35.3324055, -118.8081493 35.3322999, -118.8079213 35.332186, -118.8077345 35.3319326))"
Plant_75119132,"POLYGON ((-118.9209757 35.0381454, -118.9209623 35.0380574, -118.9209891 35.03803, -118.9210827 35.0379805, -118.9212163 35.0379861, -118.9212163 35.0381344, -118.9209757 35.0381454))"
Plant_75119134,"POLYGON ((-118.9651978 35.2178397, -118.9651703 35.2159934, -118.9658532 35.2159823, -118.9659008 35.2178285, -118.9651978 35.2178397))"
Plant_75119152,"POLYGON ((-118.8171026 35.3107342, -118.8164858 35.3107396, -118.8164657 35.3102616, -118.8170757 35.3102506, -118.8171026 35.3107342))"
Plant_75119157,"POLYGON ((-118.8407526 35.129652, -118.839709 35.1296522, -118.8399163 35.1292071, -118.8407524 35.1291519, -118.8407526 35.129652))"
Plant_75119161,"POLYGON ((-118.7670821 35.2820092, -118.7662914 35.2820034, -118.7662446 35.2816077, -118.7670958 35.2816135, -118.7670821 35.2820092))"
Plant_75119165,"POLYGON ((-118.8436535 35.0671879, -118.8431656 35.067188, -118.843152 35.0665396, -118.8436399 35.0665449, -118.8436535 35.0671879))"
Plant_75119176,"POLYGON ((-119.132312 35.715088, -119.1323727 35.7150331, -119.1324468 35.7150112, -119.1328645 35.7149455, -119.133134 35.7148687, -119.1332149 35.7148192, -119.1333902 35.7146764, -119.1335384 35.7146216, -119.1337337 35.7146107, -119.1337372 35.7151761, -119.1337399 35.715605, -119.1335176 35.715605, -119.1333829 35.715572, -119.1332616 35.715517, -119.133073 35.7154455, -119.1327564 35.7154178, -119.1325073 35.7152969, -119.1323659 35.715176, -119.132312 35.715088))"
Plant_75119180,"POLYGON ((-118.9337088 35.173369, -118.9337556 35.1730778, -118.9337958 35.1729734, -118.9339096 35.172924, -118.9340768 35.1728965, -118.9343445 35.172891, -118.9346456 35.172913, -118.9347862 35.172935, -118.9348464 35.1730833, -118.9347796 35.1731987, -118.934639 35.1733306, -118.9345587 35.173446, -118.9345586 35.1763856, -118.9345586 35.1765725, -118.9346255 35.1768033, -118.9346724 35.1769626, -118.934746 35.1772099, -118.9346724 35.1776385, -118.9346924 35.1779736, -118.9347191 35.1784957, -118.9347125 35.1787814, -118.9347593 35.1789682, -118.9347325 35.1791166, -118.9346791 35.1792375, -118.934572 35.1792925, -118.934331 35.1793363, -118.9341637 35.1793364, -118.9339629 35.1792704, -118.9338759 35.179177, -118.9338157 35.1790781, -118.9337822 35.1789243, -118.9337487 35.1787154, -118.9337088 35.173369))"
Plant_75119181,"POLYGON ((-118.8413812 35.1016424, -118.8413743 35.1011369, -118.841869 35.1011313, -118.841876 35.1016313, -118.8413812 35.1016424))"
Plant_75119183,"POLYGON ((-119.2965135 35.0692806, -119.2965269 35.0695883, -119.2963464 35.0695938, -119.2961994 35.0695993, -119.296166 35.0695883, -119.296166 35.0692806, -119.2965135 35.0692806))"
Plant_75119187,"POLYGON ((-118.9964812 35.2988017, -118.9964883 35.299439, -118.9945112 35.29944, -118.994504 35.2988081, -118.9964502 35.2988018, -118.9964812 35.2988017))"
Plant_75119191,"POLYGON ((-118.9687689 35.0805125, -118.9687686 35.0797982, -118.9738461 35.0788488, -118.9743203 35.0805529, -118.9687689 35.0805125))"
Plant_75119208,"POLYGON ((-118.9653961 35.0516218, -118.9652959 35.0516493, -118.9651554 35.0512207, -118.9652556 35.0511932, -118.9653961 35.0516218))"
Plant_75119211,"POLYGON ((-118.9813748 35.2300709, -118.982011 35.2300817, -118.9819912 35.2304444, -118.981958 35.2309608, -118.9811874 35.230071, -118.9813748 35.2300709))"
Plant_75119216,"POLYGON ((-119.5891419 35.6312826, -119.589137 35.6303729, -119.5899744 35.6303448, -119.5899505 35.6312826, -119.5891419 35.6312826))"
Plant_75119251,"POLYGON ((-119.4299099 35.5368089, -119.429914 35.5364246, -119.4300487 35.5364256, -119.4300498 35.53633, -119.4305188 35.5363334, -119.4305136 35.5368132, -119.4299099 35.5368089))"
Plant_75119258,"POLYGON ((-119.5624083 35.762021, -119.5619501 35.762032, -119.5619433 35.761329, -119.5624421 35.7613455, -119.5624083 35.762021))"
Plant_75119265,"POLYGON ((-118.9675066 35.0832878, -118.9669585 35.0832934, -118.9669516 35.082645, -118.967493 35.0826339, -118.9675066 35.0832878))"
Plant_75119288,"POLYGON ((-119.3212541 35.5905565, -119.3212609 35.591386, -119.3204202 35.5913751, -119.3204402 35.5905456, -119.3212541 35.5905565))"
Plant_75119316,"POLYGON ((-119.2704463 35.1080959, -119.2704463 35.1082113, -119.2701789 35.1082223, -119.2701789 35.1080904, -119.2704463 35.1080959))"
Plant_75119330,"POLYGON ((-118.8602204 35.3553917, -118.8596772 35.3553974, -118.859543 35.355403, -118.8595496 35.3550733, -118.8595494 35.3549139, -118.8598781 35.3549083, -118.8602201 35.3549082, -118.8606024 35.3549025, -118.8605961 35.3553861, -118.8602204 35.3553917))"
Plant_75119332,"POLYGON ((-118.8158075 35.2672196, -118.8146349 35.2672196, -118.8146014 35.2666151, -118.8158142 35.2665822, -118.8158075 35.2672196))"
Plant_75119341,"POLYGON ((-118.8646646 35.063603, -118.8645777 35.0635866, -118.8645308 35.0635647, -118.8644974 35.0635317, -118.8644906 35.0634768, -118.864504 35.0634437, -118.8645374 35.0634108, -118.8645708 35.0633998, -118.8646176 35.0633888, -118.8649718 35.0633886, -118.8650587 35.063427, -118.8650855 35.0634655, -118.8650722 35.063526, -118.8650388 35.0635589, -118.864992 35.0635809, -118.8649319 35.0635975, -118.8646646 35.063603))"
